4783	高校生の時は毎朝6時に起きていた。	55	以前讀高中的時候﹐我每天早上六點起床。
4785	あなたは新しいことを勉強したいのだと思った。	344585	我以為你喜歡學習新事物。
4789	なんで聞くの？	56	你問這個幹什麼?
4794	どのくらいいたの？	57	你待了多久?
4802	それがどこから来たのか分からなかった。	58	我不知道它是从哪里来的。
4804	これは重要ではない。	59	這個不重要。
4811	私の物理の先生は授業をサボっても気にしない。	358065	我的物理老师不在乎我是否逃课。
4848	何が問題なの？	60	哪裡有問題?
4851	愛してる。	139673	我爱你。
4907	私のことを凡人だと思うのはやめて！	61	不要再把我当成“正常” 人!
4949	「ｐｒｅｔｔｙ」の綴りは？	332743	你怎么拼“pretty”？
4950	家に帰りましょうか。	334555	我们何不回家呢？
4953	「どうして行かないの？」「行きたくないからだよ。」	334446	"你为什么不去？""因为我不想去。"
4972	すみません、卵はどこにありますか？	334425	请问鸡蛋在哪里？
5022	学校まで１０分で歩いて行ける。	348193	步行10分钟就能到学校。
5035	私には夢がある。	501456	我有一个梦想。
5038	作り事はすべて、真実だ。	62	所有被发明的都是真的。
5039	驚くこと、不思議に思うことは理解し始めるということなんだ。	63	感到惊讶、感到惊奇就是明白的开始。
5041	完璧であるには、欠点だけが欠けていた。	65	要变得完美，她就是少了一个缺点。
5042	しかし、逆もまた真である。	66	然而，相反的理论往往也是真的。
5043	物事は、ありのまま見るのではなく、自分自身をそこに見る。	67	我们看东西不是看其实质，而是以我们的主观意识看它们的。
5044	世界は奇人の巣だ。	68	世界就是一个疯子的囚笼。
5048	馬鹿みたい！	348592	像傻瓜一样。
5050	私の名前はジャックです。	69	我叫Jack。
5063	私のせいじゃない！	501542	这不是我的错！
5065	この辺りにユースホステルはありますか？	394981	附近有没有青年旅舍？
5070	賛成です。	333224	我同意。
5071	愛情は浪費されるものではない。	70	从来就没有徒劳的爱情。
5072	人生とは、他の予定を立てることに忙しくしている時に起こる現象のことだ。	71	生活就是當你忙著進行你的計劃時總有其他的事情發生。
5073	欲しくないという事は持っていると同じことだ。	72	没有欲望就等于拥有。
5111	いつ着くの？	348117	我们什么时候到达？
5120	警察を呼んで！	392194	快叫警察来！
5125	メリークリスマス！	73	聖誕節快樂！
5168	ローマは一日にして成らず。	74	罗马不是一天建成的。
5197	彼はあなたにあなたのセックスライフを語って欲しくないんだよ。	344815	他不希望你谈论你的性生活。
5203	君の助けが必要なんだ。	385201	我需要你的帮助。
5223	僕はあまりに疲れていたので昼休みにひと眠りした。	389796	我在午休时间睡了一会儿，因为我太累了。
5224	先週中国語を習い始めました。	502851	我上周开始学中文了。
5244	小規模の森林火災はみるみる広がり大火災となった。	503027	森林小火很容易就会扩散并迅速成为一场大火灾。
5285	誰しも、夢はかなうと信じたいものだ。	330584	人人都愿意相信美梦可以成真。
5300	私はもっと自立したいと思っている。	358135	我想更加自立。
5319	どこにいますか？	346124	你在哪儿?
48302	どこに住んでいますか。	136401	你住在哪里？
74036	この新聞はロハだ。	348605	这份报纸是免费的。
74036	この新聞はロハだ。	348606	这是免费报纸。
74066	考えたんだけど、やっぱりこういうのはよくないから、今日を限りに別れよう。	338937	我已經想過了，我們這樣下去實在不是辦法，所以今天以後還是分手吧。
74107	「親父これって・・・真剣？」「当たり前だろう、決闘なのだからな」	397547	“爸爸，这是真的剑吗？”“当然，毕竟这是一场对决。”
74108	あなたはどこの国の出身ですか。	75	你是从哪个国家来的？
74513	彼女を胸に抱き寄せて、額に口付けをした。	3630093	把她抱到胸前，吻了下额头。
74546	幾夜も眠れない夜を過ごしたようです。	344159	他好像失眠了幾晚。
74643	近年では人間心理の謎を扱うサイコホラーも人気である。	1996921	這幾年有關心理之謎的心理恐怖片很熱門。
74648	私は１４歳のときに、父をくも膜下出血で亡くした。	2143983	我十四岁的时候，父亲死于蛛网膜下出血。
74792	そして、つい先日迄、暗い感じだったのに、どこにもかしこにも花、花、花。	3065701	然后，虽然到那一天一直有阴暗的感觉，遍地都是花。
74799	何が正しくて何が間違いか選択するのは難しいが、選択しなければならない。	21	选择什么是“对”或“错”是一项艰难的任务，我们却必须要完成它。
75063	最近、タチの悪い詐欺事件が多いわね。	2665536	最近，恶性的诈骗案可真多啊。
75114	死ね！	340115	去死吧！
75114	死ね！	347127	你去死吧!
75114	死ね！	347128	操你妈！
75139	結局は誰でも自分で学ぶしかない。	19	到了最後，大家一定要靠自己學習。
75297	入学試験に落ちないように、彼女は一生懸命に勉強した。	1506999	为了入学考试合格，她拼命地学习。
75537	３０ユーロになります。	23	這個要三十歐元。
75845	動き出すとき、ベルが「ちんちん」と鳴る。だから、ちんちん電車。	429406	出发时会响着“当当“的铃声，所以才叫做“当当”电车。
75992	新聞に「重版出来」と広告した。	348609	报纸刊载了“再版工作完成”的广告。
76365	ロシア：人質事件の犠牲となった方々に哀悼の意を表す。	2028050	俄罗斯对在人质事件中牺牲的人们表示哀悼。
76398	みんな、俺も全力でフォローする。このイベントかならず成功させるぞ。	2028048	大伙儿，我会全力跟进的。一定会把这事办成的。
76567	ちなみに、この部屋には冷房設備なんて物は何も無い。あるのはうちわだけ。	1941168	另外，这间房里面没有冷气设备之类的东西，有的只是一把团扇。
76570	誰も死ななかったのは不幸中の幸いでした。	1703716	没有任何人死亡是不幸中的万幸。
76609	それにしても男に綺麗って形容はやめろよな～。	498480	就算是這樣，也不要用「漂亮」來形容男人嘛。
76774	こいつ、さっきまで俺の相棒だったのに、もう寝返りやがった。	2482268	这家伙刚刚还是我这边儿的人，现在已经叛变了。
77063	雹が降っています。	136646	正在下雹。
77171	話し方がちょっと速すぎて私には分かりません。もう少しゆっくり話していただけませんか。	481469	你說得太快了，我聽不懂。你可以說慢一點嗎？
77239	六月は来る日も来る日も雨が降る。	344238	六月的雨一天又一天的下個不完。
77252	老婦人は３LDKの集合住宅に独りで住んでいた。	344253	老婦一人住在三房公寓裏。
77257	老婆が焼け死んだ。	347173	老婆婆被烧死。
77287	老人はごう慢な態度をとった。	345275	老人採取了傲慢的態度。
77288	老人はかぜを引きやすい。	3078824	老人容易得感冒。
77422	練習は熟達の道。	358986	熟能生巧。
77452	恋とせきとは隠せない。	796786	爱和咳嗽是无法隐藏的。
77528	列車は３０分遅れている。	348572	火车误点30分钟。
77528	列車は３０分遅れている。	348573	火车晚点30分钟。
77577	列車が混んでいたので、我々は大阪までずっと立ち通しだった。	2032268	因为列车很挤，我们到大阪之前都一直站着。
77591	歴史は繰り返す。	1365924	歷史自會重演。
77724	類は類をもって集まる。	432974	物以类聚。
77782	隣に住んでいる少年に聞いてみよう。	353561	让我们谈谈住在隔壁的男孩吧。
77796	緑色植物は自分自身の食物を作ることができる。	2029443	绿色植物可以食物自给自足。
77830	良樹はお金に困って五郎に二万円貸してくれと頼んだ。	2029408	良树因为没钱向五郎借了两万日元。
77987	両親を紹介させて下さい。	339318	讓我介紹我父母給你認識。
78258	流感で死ぬ人は少ない。	347174	因患流感而死亡的人不在少数。
78453	嵐にもかかわらず彼は出ていった。	340162	雖然正在刮暴風雨，但他還是出去了。
78538	落ちつけよ。	342723	放鬆點吧。
78635	来週また会いたい。	3076592	我希望下周还能见到你。
78674	来月子供を生みます。	2031422	她下个月生孩子。
78794	踊り子たちは美しく着飾っていた。	2393063	跳舞的孩子们穿着很美。
78795	踊りましょうか。	339472	一起跳舞吧，好嗎？
78938	与えられるより与える方がいっそう恵まれている。	604446	施比受更有福。
78946	余計なことはするな。	2665528	别多管闲事。
78985	予約の確認をしたいのですが。	353544	我想重新确认和你的预约。
78998	予報ではあすはくもりだ。	339866	預告說明天多雲。
79085	夕食は遅くなるようだ。	2393409	晚饭似乎要晚会儿吃。
79171	郵便局はどこですか。	760908	邮局在哪儿？
79206	誘惑に抵抗することは難しい。	353652	诱惑很难抵抗。
79217	裕子は外国人と話したことがない。	1878013	裕子从来没有和外国人说过话。
79226	由美は一人でそこへ行った。	342854	由美一個人去了那裏。
79379	友人たちと話す時間がたくさんあった。	761095	和朋友说话的时间有了很多。
79430	唯一の解決法は法に訴えることだ。	2393865	唯一的解决办法是向法律控诉。
79444	輸出は３００億ドル増加した。	1531613	增加了300億元輸出。
79749	夜になったので、帰宅した。	1575956	黑夜降临，我回到了家。
79785	門はとても狭くてその車は通れません。	2029290	门太窄了，这辆车通不过。
79816	問題は彼がその手紙を読むかどうかである。	2028053	问题是他会不会去读这封信。
79825	問題は私たちが金不足であるということです。	344263	問題是我們不夠錢。
79946	目を開けてください。	1438437	请睁开眼睛。
80116	木の葉が赤くなった。	2144009	树叶变红了。
80172	毛布をください。	337297	請給我一塊毛毯。
80220	免許証を見せてください。	499584	請給我看看你的駕駛執照。
80401	明日は僕の誕生日で、１７歳になるんだ。	1112832	明天是我的生日，而我將會17歲。
80403	明日は彼女の誕生日だ。	819526	明天是她的生日。
80407	明日は日曜日です。	409409	明天是星期天。
80448	明日雨は降らないと思うよ。	3667790	我认为明天不会下雨。
80472	明日はクリスマスだ。	348584	明天是圣诞节。
80472	明日はクリスマスだ。	348585	明天是耶诞节。
80512	明日の朝電話します。	857967	明天早上我會打電話給你。
80513	明日の朝食はパンですか？ご飯ですか？	761098	明天的早餐是吃面包呢？还是吃米饭呢？
80530	明日の朝９時に電話を下さい。	332739	明早九点给我打电话。
80551	明日の今ごろ私は試験を受けているだろう。	377534	明天這個時候我應該在應試吧。
80606	明日この本を君に貸して挙げようと先日彼は私に言った。	2393797	上回他对我说，明天借我这本书。
80639	明日１日休ませてください。	432956	明天请让我放一天假。
80644	明日、必ず私に電話を下さい。	2393860	明天，一定要给我打电话。
80647	明日、彼と会うことになっているので、何か連絡があったら伝えるよ。	602922	既然我明天会和他见面，你有什么话我能帮你转告他。
80685	明子はフランスに何人かの友達がいる。	840672	明子在法國有一些朋友。
80725	明らかに、彼らは彼の富と地位を妬んでいる。	3667823	他们很明显在嫉妒他的财富和地位。
80788	名前が呼ばれるのを聞いた。	495606	我听到我的名字。
80900	無知は幸福。	769694	無知就是幸福。
80951	夢を叶えるためにはある程度の犠牲・努力・苦労は覚悟している。	1082860	為了實現夢想，我已經有了一定程度的犠牲、努力、勞苦這樣的覺悟。
81110	万事がうまくいく。	2031302	一切顺利。
81110	万事がうまくいく。	2031305	万事顺利。
81125	万一病気になったらどうする？	761108	万一生了病该怎么办呢？
81141	万一戦争が起こったら、我々はどうなるのだろう。	1151481	萬一發生戰爭，我們該怎麼辦才好？
81155	万一私が遅れたら、私を待たないでください。	394205	万一我来晚的话，就别等我了。
81386	妹は昨日神戸へ行った。	861036	我妹妹昨天去神戶了。
81442	魔女の女王は死ぬ。	347175	女王魔女死亡。
81615	本を読むことは面白い。	345790	看书很有意思。
81743	僕は夜型なんだ。	825924	我是個夜貓子。
81823	僕は大勢の人の前で話をするとあがってしまう。	338996	在人群面前說話時我就會變得很緊張。
82058	僕はそれが本当だと思う。	366831	我想那是真的。
82218	僕のこと好き？	459771	你愛我嗎？
82226	僕の考えは君と異なる。	949558	我的想法跟你不一樣。
82398	僕がついているから心配するな。	375982	不要担心，我会一直在你身边。
82431	北海道は仙台の北方にある。	798086	北海道在仙台的北方。
82448	北海道にスキーに行く。	333816	去北海道滑雪。
82561	忘れずに明日その手紙を出してね。	2032269	别忘了明天把这封信给寄了。
82562	忘れずに明日６時に迎えに来てください。	342196	別忘了明天六時來接我。
82588	忘れずにこの手紙を出してください。	348513	别忘了把这封信投进邮箱里。
82588	忘れずにこの手紙を出してください。	348514	别忘了把这封信发出去。
82789	母親は赤ちゃんにキスした。	359012	妈妈亲了她的宝贝。
82841	母は卵を十個茹でた。	1394945	妈妈煮了十只蛋。
82874	母は微笑みながら言いました。	1615332	我的母親帶著微笑說。
82940	母は私の膝の傷にその薬を塗ってくれた。	557821	母親把藥膏塗在了我膝蓋的傷口上。
82963	母は私に新しい自転車を買ってくれた。	1867289	妈妈给我买了一辆新的自行车。
83008	母は勤めの帰りに買い物をします。	3667818	妈妈下班后去购物。
83040	母はパンを一個買った。	727781	媽媽買了一條麵包。
83168	母が死んで１０年になる。	347176	妈妈去世已经十年。
83201	歩く事は健康によい運動だ。	1789223	步行是有利于健康的运动。
83287	勉強中に邪魔をしないでくれ。	510769	我学习的时候不要打扰我。
83322	勉強しなさい。	628103	学吧！
83470	壁にボブの絵がかかっている。	339449	牆上掛著 Bob 的肖像畫。
83717	分かりますか。	2032274	明白了吗？
83717	分かりますか。	2032276	懂了吗？
83784	物価は上がる一方だ。	2321631	物價在上漲。
83938	風邪を引かないように、彼女はセーターを着ました。	358189	为了不得感冒，她穿 了件毛衣。
83956	風邪をひかないようにセーターを持って行きなさい。	2029422	为了不感冒，请带上这件毛衣。
83956	風邪をひかないようにセーターを持って行きなさい。	2029424	带上这件毛衣，别感冒了。
84004	風は北から吹いている。	2456085	刮的是北风。
84004	風は北から吹いている。	2456086	风从北边来。
84099	部屋を変えられますか。	810469	我可以换房间吗？
84102	部屋を替えてください。	348100	能给我换个房间吗？
84144	部屋は散らかり放題だった。	2518645	这个屋子要多乱就有多乱。
84209	部屋には本が散らかっていた。	3630327	书散落在房里。
84219	部屋には子供たちがたくさんいた。	1489811	房間裏有很多小孩。
84376	父は弁護士に遺言書を作成してもらった。	2442209	父亲让他的律师写了遗嘱。
84386	父は不在です。	339257	父親不在家。
84553	父は私が懸命に働かなければならないと言った。	716754	爸爸說我一定要努力工作。
84555	父は私が泳ぎに行くのを許してくれた。	2393759	爸爸准许我去游泳。
84632	父は家では何もしません。	805864	爸爸在家裡什麼都不做。
84639	父は一度も外国へ行ったことがない。	850316	我父親從來沒有出過國。
84658	父はまもなく元気になるだろう。	602920	我的父亲很快就会康复。
84737	父はがんで死んだ。	347178	父亲因癌症过世了。
84867	父が死んで十年になる。	347177	爸爸去世已经十年。
85281	病気のために彼は学業をあきらめた。	2321626	他因為生病而放棄了學業。
85474	必ず私に電話をかけ直して下さい。	1502347	别忘记给我回电话。
85598	その飛行機事故は200人の命を奪った。	1928575	飞机失事导致200人丧命。
85638	飛行機は時刻通り伊丹空港に着いた。	1151529	飛機準時抵達伊丹機場。
85824	被告は上級裁判所に控訴するだろう。	2029437	被告会向上级法院上诉。
85842	秘密を漏らしてはいけない。	338808	不要洩露秘密。
85882	疲れました。	397734	我很累。
85996	彼等は彼に逃げるきっかけを与えた。	429353	他们给了他逃脱的机会。
86015	彼等は結果に満足しているように見えた。	556740	他們看起來對結果很滿意。
86032	彼等はシャベルで除雪していた。	339864	他們在鏟雪。
86162	彼女も彼女の家族もみなとてもげんきだ。	795360	她和她的家人都很好。
86191	彼女は話し振りが極めて凡俗だ。	2031459	她讲话非常俗气。
86311	彼女は理由を簡単に述べた。	949355	她簡單低說明了理由。
86457	彼女は優秀な学者であり、いたるところでそういう学者として認められている。	3667826	她是一位优秀的学者，在各地都获得了广泛的认同。
86598	彼女は魅力的な女性だ。	763007	她是个有有魅力的女性。
86641	彼女は毎朝、母が台所で朝食のしたくするのを手伝います。	2028014	她每天早上都帮母亲在厨房准备早餐。
86679	彼女は本を一冊小脇にかかえている。	353692	她的胳臂下面夹着一本书。
86692	彼女は僕より２歳年下だ。	660554	她比我年輕兩歲。
86774	彼女は母親が靴を買う時に付いて行った。	1939341	妈妈去买鞋的时候，她也跟去了。
86813	彼女は壁を絵で飾った。	358132	她用绘画来装饰墙。
86925	彼女は夫を深く愛している。	933953	他深爱着她的丈夫。
86995	彼女は貧しい人達の味方です。	2029459	她是穷人的同伴。
87003	彼女は病気の母親の世話をしている。	805881	她正在照顧她生病的母親。
87043	彼女は病気から回復した。	346855	她痊癒了。
87146	彼女は秘書としては推薦することはできない。	377535	我不能推薦她作秘書。
87297	彼女は彼の招待を断った。	338417	她拒絕了他的邀請。
87389	彼女は彼に窓を開けるように頼んだ。	894011	她要求他打開窗戶。
87514	彼女は半死半生だった。	347179	她是半死半生。
87634	彼女は日本でもアメリカでも有名である。	2393432	无论在日本还是美国她都很有名。
87746	彼女は怒って顔を背けた。	1866577	她生气的背过身去。
87944	彼女は男性がほれぼれとするような着物をきていた。	348615	她身穿让男人心动的和服
87982	彼女は棚から本を一冊降ろした。	1867000	她从书架上取了一本书下来。
88022	彼女は大学生です。	602921	她是一名大学生。
88070	彼女は多くの辛い思いを経験してきた。	337235	她經歷過許多困難。
88136	彼女は息子にカメラを買ってあげた。	431591	她买了一部照相机给她儿子。
88300	彼女は赤い服を着ていた。	2364533	她穿着红色的衣服。
88306	彼女は赤いスカートをはいていた。	349263	她穿着红裙子。
88311	彼女は昔金持ちであったらしい。	2394374	她看上去像是个曾经很有钱的人。
88386	彼女は成田空港に何時に到着したのですか。	2009362	她什麼時候到達成田機場的?
88402	彼女は成人前に死んだ。	347180	她未成年就死了。
88402	彼女は成人前に死んだ。	347181	她未及成年就去世了。
88402	彼女は成人前に死んだ。	347182	她未及成年就夭折乐。
88433	彼女は水面下にもぐった。	2392972	她在水下潜水。
88438	彼女は水泳が得意である。	2032131	她游泳很厉害。
88448	彼女は人前で話すことに慣れている。	678937	她習慣在公開場合說話。
88599	彼女は信頼できる人だ。	343148	她是個信得過的人。
88647	彼女は上着を引っかけると外へ出た。	1070974	她穿上大衣出門。
88678	彼女は少し疲れたと言った。	2032147	她说她有点累了。
88817	彼女は手紙を引き裂いた。	442148	她把信撕碎了。
88853	彼女は若く見えるけど実際は４０を超えているんだ。	348617	她看上去很年轻，实际上已经超过40岁。
88892	彼女は車のキーをなくした。	339930	她把車鑰匙弄丟了。
88997	彼女は自分の店をもとうと堅く心に決めている。	337302	她下定決心要擁有自己的店。
89036	彼女は自分の仕事を完全に理解している。	1501773	她对她的工作十分在行。
89134	彼女は自室で泣いていた。	1928784	她在自己房間裡哭。
89145	彼女は耳の不自由な人々のための学校に通っている。	3630162	她为了聋哑人往返于学校。
89165	彼女は時々ワインを少し飲む。	342762	她有時會喝酒。
89195	彼女は事故の事を聞いて泣き崩れた。	2029463	她一听说事故的事，便放声大哭。
89195	彼女は事故の事を聞いて泣き崩れた。	2029464	听闻事故，她便哭得死去活来。
89259	彼女は私を幸せにしてくれる。	2029465	她让我幸福。
89264	彼女は私を見るとすぐに私の方へ走り出した。	343119	她一見到我就馬上跑了過來。
89270	彼女は私を見てほほえんだ。	1112833	她對著我微笑。
89281	彼女は私をユーモアのセンスがないという理由で軽蔑してる。	2047862	她很瞧不起我，认为我没有幽默细胞。
89419	彼女は私のやり方にいつも文句ばかり言う。	483947	她對於我的做事方式一直有怨言。
89497	彼女は私に質問をした。	842291	她問了我一個問題。
89523	彼女は私に何カ国語はなせるかを尋ねた。	2393701	她询问我会说几门外语。
89543	彼女は私にトムと言って話しかける。	2394387	她和我聊起了汤姆。
89638	彼女は私たちにプレゼントをくれました。	873434	她給了我們一個禮物。
89639	彼女は私たちにとても親切です。	432901	她对我们很亲切。
89833	彼女は酸欠で死んだ。	347183	她因缺氧死亡。
89891	彼女は昨日京都に向けて出発した。	339251	她昨天出發去了京都。
90040	彼女は今どこに住んでいますか。	829559	她现在住在哪儿？
90064	彼女は今、仕事中だ。	2032126	她现在正在工作。
90100	彼女は香港に友人がいっぱいいる。	891723	她在香港有很多朋友。
90175	彼女は午前７時に起きた。	751862	她早上七点起床的。
90178	彼女は午後に私に電話をした。	343101	她在中午打了電話給我。
90206	彼女は個性が強い。	2031263	她有很强的个性。
90206	彼女は個性が強い。	2031265	她的个性很强。
90207	彼女は言葉使いが荒い。	2394380	她用词很粗鲁。
90250	彼女は車の運転ができる。	344237	她會開車。
90276	彼女は結婚前はブラウン家の人であった。	2032242	她婚前是布朗家的。
90276	彼女は結婚前はブラウン家の人であった。	2032243	她在结婚之前是布朗家的人。
90342	彼女は君より２つ年上だ。	894374	她比你大兩歲。
90383	彼女は銀行からお金をおろした。	3630135	她从银行取了钱。
90442	彼女は興奮しながらページをめくった。	348464	她興奮地翻了翻書頁。
90553	彼女は議論のために抗議する。	400970	她只是為了反對而反對。
90646	彼女は観察力が鋭いので、写真家として優れている。	2144025	她因为敏锐的观察力，很适合当一名摄影师。
90727	彼女は外出するための帽子をかぶりました。	337279	她戴上了外出用的帽子。
90746	彼女は絵を見ました。	348101	她看着那幅画。
90755	彼女は海外へ行くとたくさんお金を使う。	354444	她出国的时候花销很大。
90771	彼女は会社を辞めようと決心している。	344511	她決心要辭職離開公司。
90791	彼女は我々に大声で助けを求めた。	2029319	她向我们大声求助。
90807	彼女は花が大好きである。	375973	她非常喜欢鲜花。
90808	彼女は花が好きだと言っている。	375974	她说她很喜欢花。
90809	彼女は花がいっぱい入ったかごを提げていた。	375975	她提着一只满是鲜花的篮子。
90810	彼女は稼ぐのと同じだけお金を使う。	375976	她赚多少花多少。
90811	彼女は稼ぐのとおなじだけのお金を使う。	375976	她赚多少花多少。
90846	彼女は家族のために料理するのが好きです。	334082	她喜欢为她的家人做饭。
90902	彼女は何を持っていますか。	3368843	她拿的是什么？
90956	彼女は音楽を聞くことが好きだ。	1417566	她喜欢听音乐。
90992	彼女は鉛筆を１本も持っていませんでした。	337230	她連一支鉛筆也沒有。
90999	彼女は演説の中で第２次世界大戦に言及した。	1070799	演說中，她提及二次大戰。
91055	彼女は英語とドイツ語の両方が話せます。	574928	那个女孩会说英语和德语。
91112	彼女は一晩中泣き続けた。	339230	她整晚不停地哭。
91118	彼女は一日中読書ばかりしていた。	574921	那个女孩一整天里不停的杂读书。
91194	彼女は胃がんで死んだ。	347184	她因患胃癌死亡。
91266	彼女はロンドンに住んでいる。	339288	她住在倫敦。
91452	彼女はまもなく彼を信じるようになった。	342199	她很快就相信了他。
91513	彼女はほんの子供にすぎない。	1485258	她只是個小孩而已。
91576	彼女はプログラマーである。	2032306	她是程序员。
91591	彼女はフランス語を母語として話す。	892515	她的母語是法語。
91601	彼女はフランス語では誰にも負けない。	2393684	她的法语不输给任何人。
91602	彼女はフランス語が話せる。しかも流ちょうに。	2390160	她能说法语，而且说得很流畅。
91657	彼女はビザを申請した。	512194	她申请了签证。
91691	彼女はピアノが弾けます。	405262	她会弹钢琴。
91704	彼女はハンドバッグを盗まれた。	419901	她的手提包被偷了。
91739	彼女はバスに間に合った。	2031253	她赶上了巴士。
91861	彼女はどんな人だったか覚えていますか。	353642	你记得那个女孩长得什么样子吗？
91937	彼女はとても行儀がよい。	623186	她很有礼貌。
92004	彼女はときどき何時間もじっと座っていることがある。	337303	她有時會一動不動的坐上好幾個小時。
92270	彼女はその老人の世話をしなければならない。	340171	她一定要照顧好老人。
92282	彼女はその問題をどう扱うべきかわからなかった。	3630231	不知道她应该怎么处理那个问题。
92550	彼女はその歌をやさしく歌った。	3630326	她温柔地唱了。
92652	彼女はセックスのことをまるで知らない。	344816	她男女之事一无所知。
92652	彼女はセックスのことをまるで知らない。	344817	她对性知识一无所知。
92652	彼女はセックスのことをまるで知らない。	344818	她对性一无所知。
92681	彼女はスピーチコンテストで１等賞を取った。	338734	她在演講比賽中取得了第一名。
92701	彼女はずっと前に家に帰っていました。	2393887	她很早之前就回家了。
92716	彼女はスタイルがいいから、何を着てもよく似合う。	429342	她很会打扮，所以不管穿上什么都合适。
92756	彼女はスキーの専門家だそうだ。	809003	据说她是个滑雪专家 。
92779	彼女はショック死した。	347185	她是休克死亡。
92994	彼女はギターを弾くのが上手だ。	805719	她吉他彈得很好。
93043	彼女はかっとなった。	3068498	她发怒了。
93122	彼女はおなかが一杯になるまで、キャンデーを食べ続けた。	2357603	她一个接着一个不停地吃糖果，直到吃饱了为止。
93204	彼女はいつ結婚したのですか。	1151487	她什麼時候結婚的？
93254	彼女はいつも新しい環境に適応した。	1112814	她一直都適應新環境。
93263	彼女はいつも自分の部屋をきれいにしておく。	436016	她总是把自己的房子打扫得很干净。
93323	彼女はいつもおばあさんを散歩に連れていってあげます。	2031416	她一直带奶奶去散步。
93447	彼女はあなたになんてささやいたのですか。	2409689	他跟你轻轻说了什么？
93561	彼女は２年生です。	1363308	她是个二年级学生。
93676	彼女は、僕にとって掛け替えのない人だ。	2607352	她对我来说无人可以取代。
93769	彼女は医者です。	334971	她是医生。
93815	彼女の話を聞いて子供の頃を思いだした。	332736	她的故事带我回到了童年。
93991	彼女の父親は日本人だ。	344826	她父亲是日本人。
93991	彼女の父親は日本人だ。	344827	她老爸是日本人。
93991	彼女の父親は日本人だ。	344828	她爸是日本人。
93991	彼女の父親は日本人だ。	344829	她爹是日本人。
93991	彼女の父親は日本人だ。	344830	她老爹是日本人。
94024	彼女の病気は神経の病気だったので転地療養が緊急に必要であった。	2394779	由于她有神经上的疾病，对她进行紧急转院疗养是有必要的。
94165	彼女の息子は事故で死んだ。	405784	她儿子在事故中死了。
94166	彼女の息子は交通事故で死んだ。	2410944	他的儿子于交通事故去世了
94193	彼女の声は聞いていて気持ちがいい。	1223768	她的聲音聽起來好舒服。
